sample_id,score,minority_pixels,minority_buildings,background_pixels,no_damage_pixels,minor_damage_pixels,major_damage_pixels,destroyed_pixels,background_buildings,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings,pre_image,post_image,pre_label,post_label
nepal-flooding_00000162,147.4321,8403,34,1033957,6216,4556,3847,0,0,36,21,13,0,data/tier3/train/images/nepal-flooding_00000162_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000162_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000162_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000162_post_disaster.json
nepal-flooding_00000572,147.05319999999998,19720,35,1017577,11279,10686,9034,0,0,16,17,18,0,data/tier3/train/images/nepal-flooding_00000572_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000572_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000572_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000572_post_disaster.json
nepal-flooding_00000418,146.7815,13563,28,897573,137440,13563,0,0,0,521,28,0,0,data/tier3/train/images/nepal-flooding_00000418_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000418_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000418_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000418_post_disaster.json
nepal-flooding_00000086,143.1281,5917,32,1022533,20083,4265,1652,43,0,82,22,10,1,data/tier3/train/images/nepal-flooding_00000086_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000086_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000086_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000086_post_disaster.json
nepal-flooding_00000324,142.5443,20159,37,1010094,17576,9983,10176,747,0,48,11,26,3,data/tier3/train/images/nepal-flooding_00000324_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000324_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000324_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000324_post_disaster.json
nepal-flooding_00000251,137.83249999999998,20191,41,1028323,0,1376,18815,62,0,0,4,37,1,data/tier3/train/images/nepal-flooding_00000251_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000251_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000251_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000251_post_disaster.json
nepal-flooding_00000296,135.31650000000002,11921,29,1036199,69,8701,3220,387,0,1,21,8,2,data/tier3/train/images/nepal-flooding_00000296_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000296_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000296_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000296_post_disaster.json
nepal-flooding_00000576,134.2405,14995,30,987944,45637,8710,6285,0,0,111,19,11,0,data/tier3/train/images/nepal-flooding_00000576_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000576_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000576_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000576_post_disaster.json
nepal-flooding_00000609,132.22330000000002,14963,27,1004688,28925,13672,1291,0,0,65,22,5,0,data/tier3/train/images/nepal-flooding_00000609_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000609_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000609_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000609_post_disaster.json
nepal-flooding_00000340,131.6971,20735,34,1018198,9643,7383,13352,0,0,20,11,23,0,data/tier3/train/images/nepal-flooding_00000340_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000340_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000340_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000340_post_disaster.json
nepal-flooding_00000112,131.6247,8231,30,1021469,18876,5777,2454,0,0,80,19,11,0,data/tier3/train/images/nepal-flooding_00000112_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000112_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000112_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000112_post_disaster.json
nepal-flooding_00000232,130.2336,22354,34,990400,35757,5137,17217,65,0,100,10,24,1,data/tier3/train/images/nepal-flooding_00000232_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000232_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000232_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000232_post_disaster.json
nepal-flooding_00000218,128.82319999999999,10234,30,1031599,6561,6265,3969,182,0,31,17,13,1,data/tier3/train/images/nepal-flooding_00000218_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000218_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000218_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000218_post_disaster.json
nepal-flooding_00000298,127.4827,17689,33,1012625,18262,5880,11809,0,0,53,11,22,0,data/tier3/train/images/nepal-flooding_00000298_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000298_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000298_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000298_post_disaster.json
nepal-flooding_00000602,126.8856,9192,29,1030031,9353,5640,3552,0,0,26,18,11,0,data/tier3/train/images/nepal-flooding_00000602_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000602_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000602_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000602_post_disaster.json
nepal-flooding_00000560,126.432,12864,24,993436,42276,12864,0,0,0,86,24,0,0,data/tier3/train/images/nepal-flooding_00000560_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000560_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000560_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000560_post_disaster.json
nepal-flooding_00000594,126.31790000000001,19809,26,994999,33768,11876,7933,0,0,95,20,6,0,data/tier3/train/images/nepal-flooding_00000594_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000594_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000594_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000594_post_disaster.json
nepal-flooding_00000403,126.15100000000001,18704,28,1010610,19262,12699,6005,0,0,37,17,11,0,data/tier3/train/images/nepal-flooding_00000403_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000403_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000403_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000403_post_disaster.json
nepal-flooding_00000094,123.9032,6542,27,982881,59153,4703,1839,0,0,237,20,7,0,data/tier3/train/images/nepal-flooding_00000094_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000094_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000094_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000094_post_disaster.json
nepal-flooding_00000105,123.639,6584,31,1031017,10975,3319,3265,0,0,45,14,17,0,data/tier3/train/images/nepal-flooding_00000105_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000105_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000105_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000105_post_disaster.json
nepal-flooding_00000398,121.8198,7260,26,1017685,23513,5709,1551,118,0,89,20,6,1,data/tier3/train/images/nepal-flooding_00000398_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000398_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000398_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000398_post_disaster.json
nepal-flooding_00000100,121.0893,2605,30,1038251,7720,1539,1066,0,0,46,15,15,0,data/tier3/train/images/nepal-flooding_00000100_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000100_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000100_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000100_post_disaster.json
nepal-flooding_00000497,118.9616,9212,34,1038021,1343,990,8222,0,0,7,7,27,0,data/tier3/train/images/nepal-flooding_00000497_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000497_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000497_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000497_post_disaster.json
nepal-flooding_00000339,118.7924,4804,28,1042668,1012,1756,3048,92,0,10,16,12,2,data/tier3/train/images/nepal-flooding_00000339_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000339_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000339_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000339_post_disaster.json
nepal-flooding_00000381,118.7904,16028,23,913096,119452,14910,1118,0,0,275,21,2,0,data/tier3/train/images/nepal-flooding_00000381_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000381_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000381_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000381_post_disaster.json
nepal-flooding_00000136,118.1605,6321,23,1019272,22983,6321,0,0,0,111,23,0,0,data/tier3/train/images/nepal-flooding_00000136_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000136_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000136_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000136_post_disaster.json
nepal-flooding_00000508,117.5628,6158,23,1027358,14856,6077,81,204,0,65,22,1,3,data/tier3/train/images/nepal-flooding_00000508_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000508_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000508_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000508_post_disaster.json
nepal-flooding_00000311,117.4945,9123,30,1026425,13028,3788,5335,0,0,49,12,18,0,data/tier3/train/images/nepal-flooding_00000311_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000311_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000311_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000311_post_disaster.json
nepal-flooding_00000386,115.4351,26545,23,975561,46470,22358,4187,0,0,54,17,6,0,data/tier3/train/images/nepal-flooding_00000386_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000386_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000386_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000386_post_disaster.json
nepal-flooding_00000166,114.0419,10013,32,1035975,2441,2690,7323,147,0,4,7,25,1,data/tier3/train/images/nepal-flooding_00000166_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000166_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000166_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000166_post_disaster.json
nepal-flooding_00000242,113.9098,4886,23,1037609,5908,4720,166,173,0,37,21,2,1,data/tier3/train/images/nepal-flooding_00000242_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000242_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000242_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000242_post_disaster.json
nepal-flooding_00000487,111.7596,16126,21,1003142,28614,14609,1517,694,0,59,20,1,2,data/tier3/train/images/nepal-flooding_00000487_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000487_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000487_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000487_post_disaster.json
nepal-flooding_00000515,109.4986,4278,23,1038760,5456,3576,702,82,0,31,19,4,1,data/tier3/train/images/nepal-flooding_00000515_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000515_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000515_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000515_post_disaster.json
nepal-flooding_00000535,109.4111,15525,22,1026242,6809,13768,1757,0,0,24,18,4,0,data/tier3/train/images/nepal-flooding_00000535_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000535_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000535_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000535_post_disaster.json
nepal-flooding_00000266,108.13980000000001,11358,23,973606,63612,8662,2696,0,0,174,17,6,0,data/tier3/train/images/nepal-flooding_00000266_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000266_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000266_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000266_post_disaster.json
nepal-flooding_00000377,107.4233,8881,21,969172,70523,8795,86,0,0,174,20,1,0,data/tier3/train/images/nepal-flooding_00000377_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000377_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000377_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000377_post_disaster.json
nepal-flooding_00000164,107.0059,4537,24,1036234,7688,3224,1313,117,0,45,16,8,2,data/tier3/train/images/nepal-flooding_00000164_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000164_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000164_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000164_post_disaster.json
nepal-flooding_00000342,106.7471,10435,24,1019916,18135,5583,4852,90,0,55,15,9,1,data/tier3/train/images/nepal-flooding_00000342_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000342_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000342_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000342_post_disaster.json
nepal-flooding_00000063,105.6913,16427,22,1015735,16297,11316,5111,117,0,49,16,6,1,data/tier3/train/images/nepal-flooding_00000063_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000063_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000063_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000063_post_disaster.json
nepal-flooding_00000122,105.4956,6354,26,1019669,21929,2947,3407,624,0,85,11,15,6,data/tier3/train/images/nepal-flooding_00000122_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000122_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000122_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000122_post_disaster.json
nepal-flooding_00000512,104.914,6964,24,1041090,522,4124,2840,0,0,1,15,9,0,data/tier3/train/images/nepal-flooding_00000512_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000512_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000512_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000512_post_disaster.json
nepal-flooding_00000123,102.549,9098,19,940989,96593,9098,0,1896,0,244,19,0,6,data/tier3/train/images/nepal-flooding_00000123_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000123_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000123_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000123_post_disaster.json
nepal-flooding_00000206,102.42410000000001,6099,27,1038459,3770,2972,3127,248,0,15,9,18,2,data/tier3/train/images/nepal-flooding_00000206_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000206_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000206_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000206_post_disaster.json
nepal-flooding_00000601,100.2712,8786,20,970829,68961,8177,609,0,0,164,18,2,0,data/tier3/train/images/nepal-flooding_00000601_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000601_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000601_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000601_post_disaster.json
nepal-flooding_00000556,99.2358,3744,21,1040989,3806,3063,681,37,0,13,17,4,1,data/tier3/train/images/nepal-flooding_00000556_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000556_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000556_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000556_post_disaster.json
nepal-flooding_00000595,98.9336,20270,24,1022584,5722,4263,16007,0,0,24,10,14,0,data/tier3/train/images/nepal-flooding_00000595_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000595_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000595_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000595_post_disaster.json
nepal-flooding_00000093,98.4499,3309,22,1045186,0,2286,1023,81,0,0,15,7,2,data/tier3/train/images/nepal-flooding_00000093_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000093_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000093_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000093_post_disaster.json
nepal-flooding_00000270,98.1431,11759,25,1033590,2230,3077,8682,997,0,12,7,18,10,data/tier3/train/images/nepal-flooding_00000270_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000270_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000270_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000270_post_disaster.json
nepal-flooding_00000351,97.61880000000001,18490,29,1025589,3954,359,18131,543,0,13,1,28,6,data/tier3/train/images/nepal-flooding_00000351_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000351_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000351_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000351_post_disaster.json
nepal-flooding_00000437,96.7479,4607,20,1039922,4007,4329,278,40,0,25,17,3,1,data/tier3/train/images/nepal-flooding_00000437_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000437_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000437_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000437_post_disaster.json
nepal-flooding_00000473,94.47909999999999,7027,26,1032725,8824,1855,5172,0,0,56,7,19,0,data/tier3/train/images/nepal-flooding_00000473_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000473_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000473_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000473_post_disaster.json
nepal-flooding_00000431,94.2758,8308,20,1028288,11891,6417,1891,89,0,42,15,5,1,data/tier3/train/images/nepal-flooding_00000431_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000431_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000431_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000431_post_disaster.json
nepal-flooding_00000484,92.978,5956,18,1013198,29422,5956,0,0,0,67,18,0,0,data/tier3/train/images/nepal-flooding_00000484_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000484_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000484_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000484_post_disaster.json
nepal-flooding_00000017,92.7781,5693,29,1042678,205,351,5342,0,0,2,2,27,0,data/tier3/train/images/nepal-flooding_00000017_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000017_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000017_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000017_post_disaster.json
nepal-flooding_00000142,91.1503,6313,18,960981,81282,6282,31,0,0,218,17,1,0,data/tier3/train/images/nepal-flooding_00000142_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000142_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000142_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000142_post_disaster.json
nepal-flooding_00000493,90.4563,5671,20,988271,54634,3775,1896,0,0,144,14,6,0,data/tier3/train/images/nepal-flooding_00000493_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000493_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000493_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000493_post_disaster.json
nepal-flooding_00000600,88.9118,15468,23,1028638,3693,3857,11611,777,0,7,7,16,1,data/tier3/train/images/nepal-flooding_00000600_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000600_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000600_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000600_post_disaster.json
nepal-flooding_00000096,88.7645,6529,17,977190,64815,6529,0,42,0,200,17,0,1,data/tier3/train/images/nepal-flooding_00000096_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000096_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000096_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000096_post_disaster.json
nepal-flooding_00000107,88.5484,8612,21,1031081,8883,4824,3788,0,0,32,11,10,0,data/tier3/train/images/nepal-flooding_00000107_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000107_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000107_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000107_post_disaster.json
nepal-flooding_00000273,87.5261,8081,27,1040495,0,509,7572,0,0,0,2,25,0,data/tier3/train/images/nepal-flooding_00000273_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000273_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000273_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000273_post_disaster.json
nepal-flooding_00000555,87.3392,7598,19,1033624,6801,5299,2299,553,0,25,13,6,2,data/tier3/train/images/nepal-flooding_00000555_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000555_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000555_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000555_post_disaster.json
nepal-flooding_00000425,87.2009,8035,22,1014064,26477,3952,4083,0,0,79,9,13,0,data/tier3/train/images/nepal-flooding_00000425_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000425_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000425_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000425_post_disaster.json
nepal-flooding_00000552,84.93960000000001,7654,20,1039351,1571,3217,4437,0,0,6,11,9,0,data/tier3/train/images/nepal-flooding_00000552_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000552_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000552_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000552_post_disaster.json
nepal-flooding_00000176,84.1904,9730,18,1033868,4978,6357,3373,0,0,9,13,5,0,data/tier3/train/images/nepal-flooding_00000176_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000176_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000176_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000176_post_disaster.json
nepal-flooding_00000456,82.99919999999999,6896,19,1029684,11800,4652,2244,196,0,31,11,8,2,data/tier3/train/images/nepal-flooding_00000456_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000456_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000456_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000456_post_disaster.json
nepal-flooding_00000587,81.8246,7858,16,990349,50369,7336,522,0,0,107,15,1,0,data/tier3/train/images/nepal-flooding_00000587_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000587_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000587_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000587_post_disaster.json
nepal-flooding_00000149,80.9815,1963,16,994631,51982,1963,0,0,0,298,16,0,0,data/tier3/train/images/nepal-flooding_00000149_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000149_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000149_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000149_post_disaster.json
nepal-flooding_00000087,80.4306,4920,16,1017735,25921,4773,147,0,0,109,15,1,0,data/tier3/train/images/nepal-flooding_00000087_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000087_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000087_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000087_post_disaster.json
nepal-flooding_00000400,79.2991,2699,16,991111,54766,2447,252,0,0,179,15,1,0,data/tier3/train/images/nepal-flooding_00000400_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000400_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000400_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000400_post_disaster.json
nepal-flooding_00000498,79.2029,2455,16,1026030,20091,2332,123,0,0,69,15,1,0,data/tier3/train/images/nepal-flooding_00000498_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000498_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000498_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000498_post_disaster.json
nepal-flooding_00000617,78.1236,4960,16,1043616,0,3178,1782,0,0,0,14,2,0,data/tier3/train/images/nepal-flooding_00000617_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000617_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000617_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000617_post_disaster.json
nepal-flooding_00000012,75.215,2166,22,1045682,618,326,1840,110,0,9,4,18,1,data/tier3/train/images/nepal-flooding_00000012_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000012_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000012_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000012_post_disaster.json
nepal-flooding_00000091,74.713,3464,15,1031754,13358,3369,95,0,0,48,14,1,0,data/tier3/train/images/nepal-flooding_00000091_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000091_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000091_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000091_post_disaster.json
nepal-flooding_00000321,74.50590000000001,7383,22,1040764,0,1455,5928,429,0,0,2,20,4,data/tier3/train/images/nepal-flooding_00000321_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000321_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000321_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000321_post_disaster.json
nepal-flooding_00000129,74.4001,2897,15,1023953,21726,2655,242,0,0,63,14,1,0,data/tier3/train/images/nepal-flooding_00000129_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000129_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000129_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000129_post_disaster.json
nepal-flooding_00000069,73.736,17472,13,887078,144026,17472,0,0,0,156,13,0,0,data/tier3/train/images/nepal-flooding_00000069_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000069_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000069_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000069_post_disaster.json
nepal-flooding_00000256,73.3134,4016,16,1042336,2028,3043,973,196,0,2,11,5,3,data/tier3/train/images/nepal-flooding_00000256_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000256_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000256_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000256_post_disaster.json
nepal-flooding_00000215,72.7586,10174,19,1038402,0,3532,6642,0,0,0,6,13,0,data/tier3/train/images/nepal-flooding_00000215_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000215_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000215_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000215_post_disaster.json
nepal-flooding_00000174,72.711,5422,14,1020938,22216,5422,0,0,0,68,14,0,0,data/tier3/train/images/nepal-flooding_00000174_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000174_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000174_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000174_post_disaster.json
nepal-flooding_00000380,72.53410000000001,2279,15,1039960,6225,1752,527,112,0,34,13,2,1,data/tier3/train/images/nepal-flooding_00000380_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000380_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000380_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000380_post_disaster.json
nepal-flooding_00000168,71.7875,3575,14,1002991,42010,3575,0,0,0,185,14,0,0,data/tier3/train/images/nepal-flooding_00000168_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000168_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000168_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000168_post_disaster.json
