sample_id,reason,file_count,bytes,files
hurricane-harvey_00000329,outside_morocco_adaptation,4,2640170,data/train/images/hurricane-harvey_00000329_pre_disaster.png;data/train/images/hurricane-harvey_00000329_post_disaster.png;data/train/labels/hurricane-harvey_00000329_pre_disaster.json;data/train/labels/hurricane-harvey_00000329_post_disaster.json
hurricane-harvey_00000330,outside_morocco_adaptation+no_valid_damage_label,4,2672664,data/train/images/hurricane-harvey_00000330_pre_disaster.png;data/train/images/hurricane-harvey_00000330_post_disaster.png;data/train/labels/hurricane-harvey_00000330_pre_disaster.json;data/train/labels/hurricane-harvey_00000330_post_disaster.json
hurricane-harvey_00000332,outside_morocco_adaptation,4,2712665,data/train/images/hurricane-harvey_00000332_pre_disaster.png;data/train/images/hurricane-harvey_00000332_post_disaster.png;data/train/labels/hurricane-harvey_00000332_pre_disaster.json;data/train/labels/hurricane-harvey_00000332_post_disaster.json
hurricane-harvey_00000333,outside_morocco_adaptation,4,1964186,data/train/images/hurricane-harvey_00000333_pre_disaster.png;data/train/images/hurricane-harvey_00000333_post_disaster.png;data/train/labels/hurricane-harvey_00000333_pre_disaster.json;data/train/labels/hurricane-harvey_00000333_post_disaster.json
hurricane-harvey_00000335,outside_morocco_adaptation,4,2729838,data/train/images/hurricane-harvey_00000335_pre_disaster.png;data/train/images/hurricane-harvey_00000335_post_disaster.png;data/train/labels/hurricane-harvey_00000335_pre_disaster.json;data/train/labels/hurricane-harvey_00000335_post_disaster.json
hurricane-harvey_00000336,outside_morocco_adaptation,4,2046113,data/train/images/hurricane-harvey_00000336_pre_disaster.png;data/train/images/hurricane-harvey_00000336_post_disaster.png;data/train/labels/hurricane-harvey_00000336_pre_disaster.json;data/train/labels/hurricane-harvey_00000336_post_disaster.json
hurricane-harvey_00000337,outside_morocco_adaptation,4,2824239,data/train/images/hurricane-harvey_00000337_pre_disaster.png;data/train/images/hurricane-harvey_00000337_post_disaster.png;data/train/labels/hurricane-harvey_00000337_pre_disaster.json;data/train/labels/hurricane-harvey_00000337_post_disaster.json
hurricane-harvey_00000338,outside_morocco_adaptation,4,2597098,data/train/images/hurricane-harvey_00000338_pre_disaster.png;data/train/images/hurricane-harvey_00000338_post_disaster.png;data/train/labels/hurricane-harvey_00000338_pre_disaster.json;data/train/labels/hurricane-harvey_00000338_post_disaster.json
hurricane-harvey_00000344,outside_morocco_adaptation,4,1110865,data/train/images/hurricane-harvey_00000344_pre_disaster.png;data/train/images/hurricane-harvey_00000344_post_disaster.png;data/train/labels/hurricane-harvey_00000344_pre_disaster.json;data/train/labels/hurricane-harvey_00000344_post_disaster.json
hurricane-harvey_00000345,outside_morocco_adaptation,4,2393873,data/train/images/hurricane-harvey_00000345_pre_disaster.png;data/train/images/hurricane-harvey_00000345_post_disaster.png;data/train/labels/hurricane-harvey_00000345_pre_disaster.json;data/train/labels/hurricane-harvey_00000345_post_disaster.json
hurricane-harvey_00000346,outside_morocco_adaptation,4,2725258,data/train/images/hurricane-harvey_00000346_pre_disaster.png;data/train/images/hurricane-harvey_00000346_post_disaster.png;data/train/labels/hurricane-harvey_00000346_pre_disaster.json;data/train/labels/hurricane-harvey_00000346_post_disaster.json
hurricane-harvey_00000347,outside_morocco_adaptation,4,3575861,data/train/images/hurricane-harvey_00000347_pre_disaster.png;data/train/images/hurricane-harvey_00000347_post_disaster.png;data/train/labels/hurricane-harvey_00000347_pre_disaster.json;data/train/labels/hurricane-harvey_00000347_post_disaster.json
hurricane-harvey_00000348,outside_morocco_adaptation,4,2890999,data/train/images/hurricane-harvey_00000348_pre_disaster.png;data/train/images/hurricane-harvey_00000348_post_disaster.png;data/train/labels/hurricane-harvey_00000348_pre_disaster.json;data/train/labels/hurricane-harvey_00000348_post_disaster.json
hurricane-harvey_00000351,outside_morocco_adaptation,4,3207099,data/train/images/hurricane-harvey_00000351_pre_disaster.png;data/train/images/hurricane-harvey_00000351_post_disaster.png;data/train/labels/hurricane-harvey_00000351_pre_disaster.json;data/train/labels/hurricane-harvey_00000351_post_disaster.json
hurricane-harvey_00000354,outside_morocco_adaptation,4,2745918,data/train/images/hurricane-harvey_00000354_pre_disaster.png;data/train/images/hurricane-harvey_00000354_post_disaster.png;data/train/labels/hurricane-harvey_00000354_pre_disaster.json;data/train/labels/hurricane-harvey_00000354_post_disaster.json
hurricane-harvey_00000356,outside_morocco_adaptation,4,3429761,data/train/images/hurricane-harvey_00000356_pre_disaster.png;data/train/images/hurricane-harvey_00000356_post_disaster.png;data/train/labels/hurricane-harvey_00000356_pre_disaster.json;data/train/labels/hurricane-harvey_00000356_post_disaster.json
hurricane-harvey_00000357,outside_morocco_adaptation,4,3522549,data/train/images/hurricane-harvey_00000357_pre_disaster.png;data/train/images/hurricane-harvey_00000357_post_disaster.png;data/train/labels/hurricane-harvey_00000357_pre_disaster.json;data/train/labels/hurricane-harvey_00000357_post_disaster.json
hurricane-harvey_00000358,outside_morocco_adaptation,4,3485228,data/train/images/hurricane-harvey_00000358_pre_disaster.png;data/train/images/hurricane-harvey_00000358_post_disaster.png;data/train/labels/hurricane-harvey_00000358_pre_disaster.json;data/train/labels/hurricane-harvey_00000358_post_disaster.json
hurricane-harvey_00000361,outside_morocco_adaptation,4,3105553,data/train/images/hurricane-harvey_00000361_pre_disaster.png;data/train/images/hurricane-harvey_00000361_post_disaster.png;data/train/labels/hurricane-harvey_00000361_pre_disaster.json;data/train/labels/hurricane-harvey_00000361_post_disaster.json
hurricane-harvey_00000365,outside_morocco_adaptation,4,3347188,data/train/images/hurricane-harvey_00000365_pre_disaster.png;data/train/images/hurricane-harvey_00000365_post_disaster.png;data/train/labels/hurricane-harvey_00000365_pre_disaster.json;data/train/labels/hurricane-harvey_00000365_post_disaster.json
hurricane-harvey_00000366,outside_morocco_adaptation,4,3261260,data/train/images/hurricane-harvey_00000366_pre_disaster.png;data/train/images/hurricane-harvey_00000366_post_disaster.png;data/train/labels/hurricane-harvey_00000366_pre_disaster.json;data/train/labels/hurricane-harvey_00000366_post_disaster.json
hurricane-harvey_00000367,outside_morocco_adaptation,4,3147591,data/train/images/hurricane-harvey_00000367_pre_disaster.png;data/train/images/hurricane-harvey_00000367_post_disaster.png;data/train/labels/hurricane-harvey_00000367_pre_disaster.json;data/train/labels/hurricane-harvey_00000367_post_disaster.json
hurricane-harvey_00000369,outside_morocco_adaptation,4,3123061,data/train/images/hurricane-harvey_00000369_pre_disaster.png;data/train/images/hurricane-harvey_00000369_post_disaster.png;data/train/labels/hurricane-harvey_00000369_pre_disaster.json;data/train/labels/hurricane-harvey_00000369_post_disaster.json
hurricane-harvey_00000373,outside_morocco_adaptation,4,2777006,data/train/images/hurricane-harvey_00000373_pre_disaster.png;data/train/images/hurricane-harvey_00000373_post_disaster.png;data/train/labels/hurricane-harvey_00000373_pre_disaster.json;data/train/labels/hurricane-harvey_00000373_post_disaster.json
hurricane-harvey_00000374,outside_morocco_adaptation,4,2648218,data/train/images/hurricane-harvey_00000374_pre_disaster.png;data/train/images/hurricane-harvey_00000374_post_disaster.png;data/train/labels/hurricane-harvey_00000374_pre_disaster.json;data/train/labels/hurricane-harvey_00000374_post_disaster.json
hurricane-harvey_00000375,outside_morocco_adaptation,4,3022235,data/train/images/hurricane-harvey_00000375_pre_disaster.png;data/train/images/hurricane-harvey_00000375_post_disaster.png;data/train/labels/hurricane-harvey_00000375_pre_disaster.json;data/train/labels/hurricane-harvey_00000375_post_disaster.json
hurricane-harvey_00000379,outside_morocco_adaptation,4,3239857,data/train/images/hurricane-harvey_00000379_pre_disaster.png;data/train/images/hurricane-harvey_00000379_post_disaster.png;data/train/labels/hurricane-harvey_00000379_pre_disaster.json;data/train/labels/hurricane-harvey_00000379_post_disaster.json
hurricane-harvey_00000380,outside_morocco_adaptation,4,2083182,data/train/images/hurricane-harvey_00000380_pre_disaster.png;data/train/images/hurricane-harvey_00000380_post_disaster.png;data/train/labels/hurricane-harvey_00000380_pre_disaster.json;data/train/labels/hurricane-harvey_00000380_post_disaster.json
hurricane-harvey_00000381,outside_morocco_adaptation,4,3199033,data/train/images/hurricane-harvey_00000381_pre_disaster.png;data/train/images/hurricane-harvey_00000381_post_disaster.png;data/train/labels/hurricane-harvey_00000381_pre_disaster.json;data/train/labels/hurricane-harvey_00000381_post_disaster.json
hurricane-harvey_00000382,outside_morocco_adaptation,4,3314260,data/train/images/hurricane-harvey_00000382_pre_disaster.png;data/train/images/hurricane-harvey_00000382_post_disaster.png;data/train/labels/hurricane-harvey_00000382_pre_disaster.json;data/train/labels/hurricane-harvey_00000382_post_disaster.json
hurricane-harvey_00000384,outside_morocco_adaptation,4,3985306,data/train/images/hurricane-harvey_00000384_pre_disaster.png;data/train/images/hurricane-harvey_00000384_post_disaster.png;data/train/labels/hurricane-harvey_00000384_pre_disaster.json;data/train/labels/hurricane-harvey_00000384_post_disaster.json
hurricane-harvey_00000387,outside_morocco_adaptation,4,3437583,data/train/images/hurricane-harvey_00000387_pre_disaster.png;data/train/images/hurricane-harvey_00000387_post_disaster.png;data/train/labels/hurricane-harvey_00000387_pre_disaster.json;data/train/labels/hurricane-harvey_00000387_post_disaster.json
hurricane-harvey_00000388,outside_morocco_adaptation,4,1919640,data/train/images/hurricane-harvey_00000388_pre_disaster.png;data/train/images/hurricane-harvey_00000388_post_disaster.png;data/train/labels/hurricane-harvey_00000388_pre_disaster.json;data/train/labels/hurricane-harvey_00000388_post_disaster.json
hurricane-harvey_00000389,outside_morocco_adaptation,4,3127784,data/train/images/hurricane-harvey_00000389_pre_disaster.png;data/train/images/hurricane-harvey_00000389_post_disaster.png;data/train/labels/hurricane-harvey_00000389_pre_disaster.json;data/train/labels/hurricane-harvey_00000389_post_disaster.json
hurricane-harvey_00000391,outside_morocco_adaptation,4,3343764,data/train/images/hurricane-harvey_00000391_pre_disaster.png;data/train/images/hurricane-harvey_00000391_post_disaster.png;data/train/labels/hurricane-harvey_00000391_pre_disaster.json;data/train/labels/hurricane-harvey_00000391_post_disaster.json
hurricane-harvey_00000392,outside_morocco_adaptation,4,3066553,data/train/images/hurricane-harvey_00000392_pre_disaster.png;data/train/images/hurricane-harvey_00000392_post_disaster.png;data/train/labels/hurricane-harvey_00000392_pre_disaster.json;data/train/labels/hurricane-harvey_00000392_post_disaster.json
hurricane-harvey_00000393,outside_morocco_adaptation,4,1741630,data/train/images/hurricane-harvey_00000393_pre_disaster.png;data/train/images/hurricane-harvey_00000393_post_disaster.png;data/train/labels/hurricane-harvey_00000393_pre_disaster.json;data/train/labels/hurricane-harvey_00000393_post_disaster.json
hurricane-harvey_00000396,outside_morocco_adaptation,4,3004670,data/train/images/hurricane-harvey_00000396_pre_disaster.png;data/train/images/hurricane-harvey_00000396_post_disaster.png;data/train/labels/hurricane-harvey_00000396_pre_disaster.json;data/train/labels/hurricane-harvey_00000396_post_disaster.json
hurricane-harvey_00000397,outside_morocco_adaptation,4,3269334,data/train/images/hurricane-harvey_00000397_pre_disaster.png;data/train/images/hurricane-harvey_00000397_post_disaster.png;data/train/labels/hurricane-harvey_00000397_pre_disaster.json;data/train/labels/hurricane-harvey_00000397_post_disaster.json
hurricane-harvey_00000398,outside_morocco_adaptation,4,1973585,data/train/images/hurricane-harvey_00000398_pre_disaster.png;data/train/images/hurricane-harvey_00000398_post_disaster.png;data/train/labels/hurricane-harvey_00000398_pre_disaster.json;data/train/labels/hurricane-harvey_00000398_post_disaster.json
hurricane-harvey_00000400,outside_morocco_adaptation,4,3127463,data/train/images/hurricane-harvey_00000400_pre_disaster.png;data/train/images/hurricane-harvey_00000400_post_disaster.png;data/train/labels/hurricane-harvey_00000400_pre_disaster.json;data/train/labels/hurricane-harvey_00000400_post_disaster.json
hurricane-harvey_00000402,outside_morocco_adaptation,4,3562942,data/train/images/hurricane-harvey_00000402_pre_disaster.png;data/train/images/hurricane-harvey_00000402_post_disaster.png;data/train/labels/hurricane-harvey_00000402_pre_disaster.json;data/train/labels/hurricane-harvey_00000402_post_disaster.json
hurricane-harvey_00000406,outside_morocco_adaptation,4,3098658,data/train/images/hurricane-harvey_00000406_pre_disaster.png;data/train/images/hurricane-harvey_00000406_post_disaster.png;data/train/labels/hurricane-harvey_00000406_pre_disaster.json;data/train/labels/hurricane-harvey_00000406_post_disaster.json
hurricane-harvey_00000408,outside_morocco_adaptation,4,3007423,data/train/images/hurricane-harvey_00000408_pre_disaster.png;data/train/images/hurricane-harvey_00000408_post_disaster.png;data/train/labels/hurricane-harvey_00000408_pre_disaster.json;data/train/labels/hurricane-harvey_00000408_post_disaster.json
hurricane-harvey_00000410,outside_morocco_adaptation,4,3210154,data/train/images/hurricane-harvey_00000410_pre_disaster.png;data/train/images/hurricane-harvey_00000410_post_disaster.png;data/train/labels/hurricane-harvey_00000410_pre_disaster.json;data/train/labels/hurricane-harvey_00000410_post_disaster.json
hurricane-harvey_00000411,outside_morocco_adaptation,4,2788422,data/train/images/hurricane-harvey_00000411_pre_disaster.png;data/train/images/hurricane-harvey_00000411_post_disaster.png;data/train/labels/hurricane-harvey_00000411_pre_disaster.json;data/train/labels/hurricane-harvey_00000411_post_disaster.json
hurricane-harvey_00000412,outside_morocco_adaptation,4,3159962,data/train/images/hurricane-harvey_00000412_pre_disaster.png;data/train/images/hurricane-harvey_00000412_post_disaster.png;data/train/labels/hurricane-harvey_00000412_pre_disaster.json;data/train/labels/hurricane-harvey_00000412_post_disaster.json
hurricane-harvey_00000413,outside_morocco_adaptation,4,2805791,data/train/images/hurricane-harvey_00000413_pre_disaster.png;data/train/images/hurricane-harvey_00000413_post_disaster.png;data/train/labels/hurricane-harvey_00000413_pre_disaster.json;data/train/labels/hurricane-harvey_00000413_post_disaster.json
hurricane-harvey_00000418,outside_morocco_adaptation,4,3273439,data/train/images/hurricane-harvey_00000418_pre_disaster.png;data/train/images/hurricane-harvey_00000418_post_disaster.png;data/train/labels/hurricane-harvey_00000418_pre_disaster.json;data/train/labels/hurricane-harvey_00000418_post_disaster.json
hurricane-harvey_00000419,outside_morocco_adaptation,4,3851678,data/train/images/hurricane-harvey_00000419_pre_disaster.png;data/train/images/hurricane-harvey_00000419_post_disaster.png;data/train/labels/hurricane-harvey_00000419_pre_disaster.json;data/train/labels/hurricane-harvey_00000419_post_disaster.json
hurricane-harvey_00000422,outside_morocco_adaptation,4,3761345,data/train/images/hurricane-harvey_00000422_pre_disaster.png;data/train/images/hurricane-harvey_00000422_post_disaster.png;data/train/labels/hurricane-harvey_00000422_pre_disaster.json;data/train/labels/hurricane-harvey_00000422_post_disaster.json
hurricane-harvey_00000423,outside_morocco_adaptation,4,3140204,data/train/images/hurricane-harvey_00000423_pre_disaster.png;data/train/images/hurricane-harvey_00000423_post_disaster.png;data/train/labels/hurricane-harvey_00000423_pre_disaster.json;data/train/labels/hurricane-harvey_00000423_post_disaster.json
hurricane-harvey_00000425,outside_morocco_adaptation,4,1662763,data/train/images/hurricane-harvey_00000425_pre_disaster.png;data/train/images/hurricane-harvey_00000425_post_disaster.png;data/train/labels/hurricane-harvey_00000425_pre_disaster.json;data/train/labels/hurricane-harvey_00000425_post_disaster.json
hurricane-harvey_00000426,outside_morocco_adaptation,4,3823081,data/train/images/hurricane-harvey_00000426_pre_disaster.png;data/train/images/hurricane-harvey_00000426_post_disaster.png;data/train/labels/hurricane-harvey_00000426_pre_disaster.json;data/train/labels/hurricane-harvey_00000426_post_disaster.json
hurricane-harvey_00000427,outside_morocco_adaptation,4,2880644,data/train/images/hurricane-harvey_00000427_pre_disaster.png;data/train/images/hurricane-harvey_00000427_post_disaster.png;data/train/labels/hurricane-harvey_00000427_pre_disaster.json;data/train/labels/hurricane-harvey_00000427_post_disaster.json
hurricane-harvey_00000429,outside_morocco_adaptation,4,3693974,data/train/images/hurricane-harvey_00000429_pre_disaster.png;data/train/images/hurricane-harvey_00000429_post_disaster.png;data/train/labels/hurricane-harvey_00000429_pre_disaster.json;data/train/labels/hurricane-harvey_00000429_post_disaster.json
hurricane-harvey_00000430,outside_morocco_adaptation,4,3112228,data/train/images/hurricane-harvey_00000430_pre_disaster.png;data/train/images/hurricane-harvey_00000430_post_disaster.png;data/train/labels/hurricane-harvey_00000430_pre_disaster.json;data/train/labels/hurricane-harvey_00000430_post_disaster.json
hurricane-harvey_00000431,outside_morocco_adaptation,4,3433778,data/train/images/hurricane-harvey_00000431_pre_disaster.png;data/train/images/hurricane-harvey_00000431_post_disaster.png;data/train/labels/hurricane-harvey_00000431_pre_disaster.json;data/train/labels/hurricane-harvey_00000431_post_disaster.json
hurricane-harvey_00000432,outside_morocco_adaptation,4,3328255,data/train/images/hurricane-harvey_00000432_pre_disaster.png;data/train/images/hurricane-harvey_00000432_post_disaster.png;data/train/labels/hurricane-harvey_00000432_pre_disaster.json;data/train/labels/hurricane-harvey_00000432_post_disaster.json
hurricane-harvey_00000433,outside_morocco_adaptation,4,3454880,data/train/images/hurricane-harvey_00000433_pre_disaster.png;data/train/images/hurricane-harvey_00000433_post_disaster.png;data/train/labels/hurricane-harvey_00000433_pre_disaster.json;data/train/labels/hurricane-harvey_00000433_post_disaster.json
hurricane-harvey_00000434,outside_morocco_adaptation,4,3341275,data/train/images/hurricane-harvey_00000434_pre_disaster.png;data/train/images/hurricane-harvey_00000434_post_disaster.png;data/train/labels/hurricane-harvey_00000434_pre_disaster.json;data/train/labels/hurricane-harvey_00000434_post_disaster.json
hurricane-harvey_00000435,outside_morocco_adaptation,4,3358004,data/train/images/hurricane-harvey_00000435_pre_disaster.png;data/train/images/hurricane-harvey_00000435_post_disaster.png;data/train/labels/hurricane-harvey_00000435_pre_disaster.json;data/train/labels/hurricane-harvey_00000435_post_disaster.json
hurricane-harvey_00000436,outside_morocco_adaptation,4,3091923,data/train/images/hurricane-harvey_00000436_pre_disaster.png;data/train/images/hurricane-harvey_00000436_post_disaster.png;data/train/labels/hurricane-harvey_00000436_pre_disaster.json;data/train/labels/hurricane-harvey_00000436_post_disaster.json
hurricane-harvey_00000437,outside_morocco_adaptation,4,3387700,data/train/images/hurricane-harvey_00000437_pre_disaster.png;data/train/images/hurricane-harvey_00000437_post_disaster.png;data/train/labels/hurricane-harvey_00000437_pre_disaster.json;data/train/labels/hurricane-harvey_00000437_post_disaster.json
hurricane-harvey_00000438,outside_morocco_adaptation,4,3416964,data/train/images/hurricane-harvey_00000438_pre_disaster.png;data/train/images/hurricane-harvey_00000438_post_disaster.png;data/train/labels/hurricane-harvey_00000438_pre_disaster.json;data/train/labels/hurricane-harvey_00000438_post_disaster.json
hurricane-harvey_00000439,outside_morocco_adaptation,4,3316398,data/train/images/hurricane-harvey_00000439_pre_disaster.png;data/train/images/hurricane-harvey_00000439_post_disaster.png;data/train/labels/hurricane-harvey_00000439_pre_disaster.json;data/train/labels/hurricane-harvey_00000439_post_disaster.json
hurricane-harvey_00000440,outside_morocco_adaptation,4,3209381,data/train/images/hurricane-harvey_00000440_pre_disaster.png;data/train/images/hurricane-harvey_00000440_post_disaster.png;data/train/labels/hurricane-harvey_00000440_pre_disaster.json;data/train/labels/hurricane-harvey_00000440_post_disaster.json
hurricane-harvey_00000442,outside_morocco_adaptation,4,3378659,data/train/images/hurricane-harvey_00000442_pre_disaster.png;data/train/images/hurricane-harvey_00000442_post_disaster.png;data/train/labels/hurricane-harvey_00000442_pre_disaster.json;data/train/labels/hurricane-harvey_00000442_post_disaster.json
hurricane-harvey_00000443,outside_morocco_adaptation,4,3206713,data/train/images/hurricane-harvey_00000443_pre_disaster.png;data/train/images/hurricane-harvey_00000443_post_disaster.png;data/train/labels/hurricane-harvey_00000443_pre_disaster.json;data/train/labels/hurricane-harvey_00000443_post_disaster.json
hurricane-harvey_00000444,outside_morocco_adaptation,4,2969753,data/train/images/hurricane-harvey_00000444_pre_disaster.png;data/train/images/hurricane-harvey_00000444_post_disaster.png;data/train/labels/hurricane-harvey_00000444_pre_disaster.json;data/train/labels/hurricane-harvey_00000444_post_disaster.json
hurricane-harvey_00000446,outside_morocco_adaptation,4,3221831,data/train/images/hurricane-harvey_00000446_pre_disaster.png;data/train/images/hurricane-harvey_00000446_post_disaster.png;data/train/labels/hurricane-harvey_00000446_pre_disaster.json;data/train/labels/hurricane-harvey_00000446_post_disaster.json
hurricane-harvey_00000448,outside_morocco_adaptation,4,3011115,data/train/images/hurricane-harvey_00000448_pre_disaster.png;data/train/images/hurricane-harvey_00000448_post_disaster.png;data/train/labels/hurricane-harvey_00000448_pre_disaster.json;data/train/labels/hurricane-harvey_00000448_post_disaster.json
hurricane-harvey_00000451,outside_morocco_adaptation,4,3567690,data/train/images/hurricane-harvey_00000451_pre_disaster.png;data/train/images/hurricane-harvey_00000451_post_disaster.png;data/train/labels/hurricane-harvey_00000451_pre_disaster.json;data/train/labels/hurricane-harvey_00000451_post_disaster.json
hurricane-harvey_00000452,outside_morocco_adaptation,4,3723512,data/train/images/hurricane-harvey_00000452_pre_disaster.png;data/train/images/hurricane-harvey_00000452_post_disaster.png;data/train/labels/hurricane-harvey_00000452_pre_disaster.json;data/train/labels/hurricane-harvey_00000452_post_disaster.json
hurricane-harvey_00000454,outside_morocco_adaptation,4,3473041,data/train/images/hurricane-harvey_00000454_pre_disaster.png;data/train/images/hurricane-harvey_00000454_post_disaster.png;data/train/labels/hurricane-harvey_00000454_pre_disaster.json;data/train/labels/hurricane-harvey_00000454_post_disaster.json
hurricane-harvey_00000455,outside_morocco_adaptation,4,2314514,data/train/images/hurricane-harvey_00000455_pre_disaster.png;data/train/images/hurricane-harvey_00000455_post_disaster.png;data/train/labels/hurricane-harvey_00000455_pre_disaster.json;data/train/labels/hurricane-harvey_00000455_post_disaster.json
hurricane-harvey_00000461,outside_morocco_adaptation,4,3488658,data/train/images/hurricane-harvey_00000461_pre_disaster.png;data/train/images/hurricane-harvey_00000461_post_disaster.png;data/train/labels/hurricane-harvey_00000461_pre_disaster.json;data/train/labels/hurricane-harvey_00000461_post_disaster.json
hurricane-harvey_00000462,outside_morocco_adaptation,4,3064300,data/train/images/hurricane-harvey_00000462_pre_disaster.png;data/train/images/hurricane-harvey_00000462_post_disaster.png;data/train/labels/hurricane-harvey_00000462_pre_disaster.json;data/train/labels/hurricane-harvey_00000462_post_disaster.json
hurricane-harvey_00000463,outside_morocco_adaptation,4,3198488,data/train/images/hurricane-harvey_00000463_pre_disaster.png;data/train/images/hurricane-harvey_00000463_post_disaster.png;data/train/labels/hurricane-harvey_00000463_pre_disaster.json;data/train/labels/hurricane-harvey_00000463_post_disaster.json
hurricane-harvey_00000467,outside_morocco_adaptation,4,3613219,data/train/images/hurricane-harvey_00000467_pre_disaster.png;data/train/images/hurricane-harvey_00000467_post_disaster.png;data/train/labels/hurricane-harvey_00000467_pre_disaster.json;data/train/labels/hurricane-harvey_00000467_post_disaster.json
hurricane-harvey_00000469,outside_morocco_adaptation,4,2924380,data/train/images/hurricane-harvey_00000469_pre_disaster.png;data/train/images/hurricane-harvey_00000469_post_disaster.png;data/train/labels/hurricane-harvey_00000469_pre_disaster.json;data/train/labels/hurricane-harvey_00000469_post_disaster.json
hurricane-harvey_00000470,outside_morocco_adaptation,4,3078168,data/train/images/hurricane-harvey_00000470_pre_disaster.png;data/train/images/hurricane-harvey_00000470_post_disaster.png;data/train/labels/hurricane-harvey_00000470_pre_disaster.json;data/train/labels/hurricane-harvey_00000470_post_disaster.json
hurricane-harvey_00000471,outside_morocco_adaptation,4,3377547,data/train/images/hurricane-harvey_00000471_pre_disaster.png;data/train/images/hurricane-harvey_00000471_post_disaster.png;data/train/labels/hurricane-harvey_00000471_pre_disaster.json;data/train/labels/hurricane-harvey_00000471_post_disaster.json
hurricane-harvey_00000472,outside_morocco_adaptation,4,3195322,data/train/images/hurricane-harvey_00000472_pre_disaster.png;data/train/images/hurricane-harvey_00000472_post_disaster.png;data/train/labels/hurricane-harvey_00000472_pre_disaster.json;data/train/labels/hurricane-harvey_00000472_post_disaster.json
hurricane-harvey_00000473,outside_morocco_adaptation,4,2250621,data/train/images/hurricane-harvey_00000473_pre_disaster.png;data/train/images/hurricane-harvey_00000473_post_disaster.png;data/train/labels/hurricane-harvey_00000473_pre_disaster.json;data/train/labels/hurricane-harvey_00000473_post_disaster.json
hurricane-harvey_00000474,outside_morocco_adaptation,4,3242977,data/train/images/hurricane-harvey_00000474_pre_disaster.png;data/train/images/hurricane-harvey_00000474_post_disaster.png;data/train/labels/hurricane-harvey_00000474_pre_disaster.json;data/train/labels/hurricane-harvey_00000474_post_disaster.json
hurricane-harvey_00000477,outside_morocco_adaptation,4,3707656,data/train/images/hurricane-harvey_00000477_pre_disaster.png;data/train/images/hurricane-harvey_00000477_post_disaster.png;data/train/labels/hurricane-harvey_00000477_pre_disaster.json;data/train/labels/hurricane-harvey_00000477_post_disaster.json
hurricane-harvey_00000478,outside_morocco_adaptation,4,1831673,data/train/images/hurricane-harvey_00000478_pre_disaster.png;data/train/images/hurricane-harvey_00000478_post_disaster.png;data/train/labels/hurricane-harvey_00000478_pre_disaster.json;data/train/labels/hurricane-harvey_00000478_post_disaster.json
hurricane-harvey_00000480,outside_morocco_adaptation,4,3283361,data/train/images/hurricane-harvey_00000480_pre_disaster.png;data/train/images/hurricane-harvey_00000480_post_disaster.png;data/train/labels/hurricane-harvey_00000480_pre_disaster.json;data/train/labels/hurricane-harvey_00000480_post_disaster.json
hurricane-harvey_00000481,outside_morocco_adaptation,4,2965093,data/train/images/hurricane-harvey_00000481_pre_disaster.png;data/train/images/hurricane-harvey_00000481_post_disaster.png;data/train/labels/hurricane-harvey_00000481_pre_disaster.json;data/train/labels/hurricane-harvey_00000481_post_disaster.json
hurricane-harvey_00000482,outside_morocco_adaptation,4,3114864,data/train/images/hurricane-harvey_00000482_pre_disaster.png;data/train/images/hurricane-harvey_00000482_post_disaster.png;data/train/labels/hurricane-harvey_00000482_pre_disaster.json;data/train/labels/hurricane-harvey_00000482_post_disaster.json
hurricane-harvey_00000484,outside_morocco_adaptation,4,3277415,data/train/images/hurricane-harvey_00000484_pre_disaster.png;data/train/images/hurricane-harvey_00000484_post_disaster.png;data/train/labels/hurricane-harvey_00000484_pre_disaster.json;data/train/labels/hurricane-harvey_00000484_post_disaster.json
hurricane-harvey_00000486,outside_morocco_adaptation,4,2934612,data/train/images/hurricane-harvey_00000486_pre_disaster.png;data/train/images/hurricane-harvey_00000486_post_disaster.png;data/train/labels/hurricane-harvey_00000486_pre_disaster.json;data/train/labels/hurricane-harvey_00000486_post_disaster.json
hurricane-harvey_00000488,outside_morocco_adaptation,4,3187552,data/train/images/hurricane-harvey_00000488_pre_disaster.png;data/train/images/hurricane-harvey_00000488_post_disaster.png;data/train/labels/hurricane-harvey_00000488_pre_disaster.json;data/train/labels/hurricane-harvey_00000488_post_disaster.json
hurricane-harvey_00000489,outside_morocco_adaptation,4,2961000,data/train/images/hurricane-harvey_00000489_pre_disaster.png;data/train/images/hurricane-harvey_00000489_post_disaster.png;data/train/labels/hurricane-harvey_00000489_pre_disaster.json;data/train/labels/hurricane-harvey_00000489_post_disaster.json
hurricane-harvey_00000491,outside_morocco_adaptation,4,3513311,data/train/images/hurricane-harvey_00000491_pre_disaster.png;data/train/images/hurricane-harvey_00000491_post_disaster.png;data/train/labels/hurricane-harvey_00000491_pre_disaster.json;data/train/labels/hurricane-harvey_00000491_post_disaster.json
hurricane-harvey_00000492,outside_morocco_adaptation,4,3260963,data/train/images/hurricane-harvey_00000492_pre_disaster.png;data/train/images/hurricane-harvey_00000492_post_disaster.png;data/train/labels/hurricane-harvey_00000492_pre_disaster.json;data/train/labels/hurricane-harvey_00000492_post_disaster.json
